68 LOADED
68 LOADED READY
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 3e-05
    weight_decay: 0
)
True
Using RandomRotation, RandomFlip
#################### Start Training ####################
2021-03-12 22:42:13.785171 Epoch [001/010], Step [2400/3422],  lateral-5: 0.1072]
2021-03-12 22:42:48.071845 Epoch [001/010], Step [2420/3422],  lateral-5: 0.1301]
2021-03-12 22:43:22.221126 Epoch [001/010], Step [2440/3422],  lateral-5: 0.1323]
2021-03-12 22:43:56.461793 Epoch [001/010], Step [2460/3422],  lateral-5: 0.1293]
2021-03-12 22:44:30.811408 Epoch [001/010], Step [2480/3422],  lateral-5: 0.1282]
2021-03-12 22:45:05.202316 Epoch [001/010], Step [2500/3422],  lateral-5: 0.1193]
2021-03-12 22:45:39.444326 Epoch [001/010], Step [2520/3422],  lateral-5: 0.1031]
2021-03-12 22:46:13.619774 Epoch [001/010], Step [2540/3422],  lateral-5: 0.1057]
2021-03-12 22:46:48.152598 Epoch [001/010], Step [2560/3422],  lateral-5: 0.1037]
2021-03-12 22:47:22.495075 Epoch [001/010], Step [2580/3422],  lateral-5: 0.1029]
2021-03-12 22:47:57.013824 Epoch [001/010], Step [2600/3422],  lateral-5: 0.1244]
2021-03-12 22:48:31.373696 Epoch [001/010], Step [2620/3422],  lateral-5: 0.1373]
2021-03-12 22:49:05.953491 Epoch [001/010], Step [2640/3422],  lateral-5: 0.1288]
2021-03-12 22:49:43.588879 Epoch [001/010], Step [2660/3422],  lateral-5: 0.1116]
2021-03-12 22:50:20.729981 Epoch [001/010], Step [2680/3422],  lateral-5: 0.0993]
2021-03-12 22:50:58.212497 Epoch [001/010], Step [2700/3422],  lateral-5: 0.1159]
2021-03-12 22:51:35.710365 Epoch [001/010], Step [2720/3422],  lateral-5: 0.1249]
2021-03-12 22:52:13.182744 Epoch [001/010], Step [2740/3422],  lateral-5: 0.1113]
2021-03-12 22:52:50.760330 Epoch [001/010], Step [2760/3422],  lateral-5: 0.1093]
2021-03-12 22:53:28.236566 Epoch [001/010], Step [2780/3422],  lateral-5: 0.0995]
2021-03-12 22:54:05.989768 Epoch [001/010], Step [2800/3422],  lateral-5: 0.1067]
2021-03-12 22:54:42.963021 Epoch [001/010], Step [2820/3422],  lateral-5: 0.1193]
2021-03-12 22:55:20.533223 Epoch [001/010], Step [2840/3422],  lateral-5: 0.1172]
2021-03-12 22:55:58.365151 Epoch [001/010], Step [2860/3422],  lateral-5: 0.1096]
2021-03-12 22:56:35.832952 Epoch [001/010], Step [2880/3422],  lateral-5: 0.1095]
2021-03-12 22:57:10.335215 Epoch [001/010], Step [2900/3422],  lateral-5: 0.1190]
2021-03-12 22:57:44.875391 Epoch [001/010], Step [2920/3422],  lateral-5: 0.1251]
2021-03-12 22:58:19.366972 Epoch [001/010], Step [2940/3422],  lateral-5: 0.1131]
2021-03-12 22:58:54.015489 Epoch [001/010], Step [2960/3422],  lateral-5: 0.1034]
2021-03-12 22:59:28.492239 Epoch [001/010], Step [2980/3422],  lateral-5: 0.1015]
2021-03-12 23:00:02.895050 Epoch [001/010], Step [3000/3422],  lateral-5: 0.1009]
2021-03-12 23:00:37.236638 Epoch [001/010], Step [3020/3422],  lateral-5: 0.1053]
2021-03-12 23:01:11.676089 Epoch [001/010], Step [3040/3422],  lateral-5: 0.1142]
2021-03-12 23:01:46.148087 Epoch [001/010], Step [3060/3422],  lateral-5: 0.1032]
2021-03-12 23:02:20.568520 Epoch [001/010], Step [3080/3422],  lateral-5: 0.0860]
2021-03-12 23:02:55.052215 Epoch [001/010], Step [3100/3422],  lateral-5: 0.1156]
2021-03-12 23:03:29.596063 Epoch [001/010], Step [3120/3422],  lateral-5: 0.1215]
2021-03-12 23:04:04.199884 Epoch [001/010], Step [3140/3422],  lateral-5: 0.1100]
2021-03-12 23:04:38.924239 Epoch [001/010], Step [3160/3422],  lateral-5: 0.1141]
2021-03-12 23:05:13.474791 Epoch [001/010], Step [3180/3422],  lateral-5: 0.0963]
2021-03-12 23:05:48.044073 Epoch [001/010], Step [3200/3422],  lateral-5: 0.0908]
2021-03-12 23:06:22.712407 Epoch [001/010], Step [3220/3422],  lateral-5: 0.1141]
2021-03-12 23:06:59.492613 Epoch [001/010], Step [3240/3422],  lateral-5: 0.1206]
2021-03-12 23:07:36.782418 Epoch [001/010], Step [3260/3422],  lateral-5: 0.1118]
2021-03-12 23:08:12.985051 Epoch [001/010], Step [3280/3422],  lateral-5: 0.1236]
2021-03-12 23:08:50.559927 Epoch [001/010], Step [3300/3422],  lateral-5: 0.1130]
2021-03-12 23:09:27.941954 Epoch [001/010], Step [3320/3422],  lateral-5: 0.1060]
